,TP9,AF7,AF8,TP10,subj,ses,Unnamed: 0,Performance,Time_Sec,Signal Drop
120,0.006140380299870668,0.05224320113738922,0.037096395042691487,-0.031535696572930476,83,1,61.0,1.0,451.0,1.0
121,0.1594477432733668,0.040550629595564686,-0.02583523033001018,-0.07498327356925108,83,2,62.0,8.0,327.0,1.0
122,-0.03430887722095919,-0.09809079261281818,0.11134828613392521,-0.10743353638132745,84,1,64.0,1.0,444.0,0.0
123,-0.022685689377720863,-0.08665090083752904,0.01365384387225559,-0.028456446161409448,86,1,67.0,3.0,417.0,1.0
124,0.027389433255572544,0.0022226350700740513,-0.06815794722838675,0.06588863788747162,86,3,69.0,1.0,305.0,0.0
125,-0.0024743782526031647,0.0034558700270564935,0.04004766131150715,0.008231807204758917,87,1,70.0,0.0,498.0,1.0
126,0.014405748273735624,0.0028532477249809726,0.02697711260787677,0.0006528848928264935,87,2,71.0,7.0,758.0,1.0
127,-0.013317944507554238,-0.0013899575082692052,-0.02444072450107823,-0.019812361475514784,87,3,72.0,0.0,719.0,0.0
128,0.012952773566919049,-0.0449834347500238,-0.01824349311738936,-0.012813101275617394,88,3,75.0,5.0,447.0,0.0
129,0.017651539720895955,0.0278484309717065,0.031202379102173668,-0.03324632501489077,89,1,76.0,5.0,484.0,1.0
130,0.009822534472106592,0.05460484410848005,0.06587760917472699,-0.05345688622249219,89,2,77.0,6.0,536.0,1.0
131,0.0695489568549718,0.019289747156544208,-0.010873794295486286,0.05233540458371671,89,3,78.0,6.0,355.0,1.0
132,-0.06097545340890208,-0.03437119818575286,0.09020314026053398,-0.02685795671568089,90,1,79.0,1.0,163.0,1.0
133,0.05018156606343536,-0.015034661356147753,-0.10152525194950354,-0.040409276774239215,90,2,80.0,2.0,497.0,0.0
134,0.010788288734908074,-0.03245490238252876,-0.017254472284981854,-0.010580571049247221,90,3,81.0,0.0,673.0,0.0
135,0.023578000753139098,0.07192881811076195,0.003529386057243029,0.012703265251373982,91,2,83.0,0.0,526.0,1.0
136,0.11261289708350304,-0.0033537283005907986,-0.037229644671087414,-0.0004696147396891954,92,1,84.0,1.0,372.0,1.0
137,-0.06005100398734389,0.04533882052984868,-0.037022494803576056,-0.02244153727918607,92,2,85.0,10.0,612.0,0.0
138,-0.011243640455080686,0.05531731215681611,0.038956729102864025,-0.08920462473633659,93,1,87.0,4.0,472.0,1.0
139,-0.010497015162151487,-0.19934880938893215,-0.07705905900061445,-0.04518662206701927,93,3,89.0,2.0,218.0,0.0
141,-0.03962943709976164,0.012944068080805988,0.05361340150547299,0.010323936224450445,94,3,90.0,8.0,351.0,1.0
142,0.006611369388900814,-0.00552120019649844,-0.10583801129760759,-0.000722555558171293,95,1,91.0,5.0,405.0,0.0
143,-0.19818211700483324,0.0997188557803285,0.3454794370741776,0.07256959187404993,96,1,94.0,1.0,302.0,1.0
144,0.008648035065045228,0.060665960863503135,-0.044740472077039864,-0.0005361042262999223,96,2,95.0,8.0,379.0,1.0
145,-0.018566174251751062,-0.012672488319760415,-0.11685306991053541,-0.032814790104936355,96,3,96.0,7.0,279.0,0.0
146,0.1628467449424252,-0.06944489720563518,-0.003755394040178946,0.221158928771466,97,1,97.0,11.0,822.0,1.0
147,-0.03878827181002311,0.036189487971075525,0.10650916083716895,-0.02851851318150846,97,3,99.0,11.0,323.0,0.0
148,0.012844604762602966,0.033461756269627045,-0.031154246443248185,0.0005803486322994469,98,1,100.0,5.0,455.0,1.0
149,-0.004177095932752244,-0.037724582986889896,-0.0038444773023128087,-0.017116177919336995,98,2,101.0,6.0,700.0,1.0
151,-0.0317197076064765,0.01230494864313716,0.10263638231237071,-0.09447579084301341,99,2,103.0,2.0,498.0,1.0
152,0.03503872256399743,-0.03830142800811353,0.11512900744531514,-0.0044831399190688554,99,3,104.0,6.0,333.0,0.0
153,0.036652503504163894,-0.0639995598559716,-0.07456960538116457,0.06503782329038496,100,1,105.0,4.0,876.0,0.0
154,0.11466589557328644,-0.0420578768620203,0.03512089160800363,0.05838834081119821,100,2,106.0,4.0,497.0,1.0
155,0.0746877717816374,0.1381664105757096,-0.09691574033146366,0.017856893158062274,101,1,108.0,2.0,292.0,1.0
156,0.09437200694568543,0.11381183432339774,0.005432986593209169,-0.03211221432871886,102,1,111.0,0.0,198.0,1.0
158,0.015704458935583244,0.027949627399923974,-0.04260241754843654,-0.01933925301007904,102,3,112.0,0.0,753.0,0.0
159,-0.10186397295980493,-0.010213048103135568,-0.06926791920594175,-0.07496923787511589,103,1,113.0,10.0,564.0,1.0
160,0.14842273905485923,-0.3873963499840119,0.10732052016285168,0.19819512095694064,103,3,115.0,6.0,154.0,0.0
161,0.06165549654982847,-0.09672698663359709,0.01815812656044332,0.12202437337720658,104,2,117.0,7.0,194.0,0.0
162,0.016847914748601846,-0.0030314413456445964,0.013920263821364316,-0.017492853507181216,105,1,119.0,7.0,643.0,1.0
163,-0.06880945445896709,-0.028490005393253377,0.0175332233311978,0.00208640812368203,105,2,120.0,5.0,577.0,1.0
164,0.0026241166633933226,-0.028121622033834674,0.0053450829161352555,-0.0292068728091235,106,1,122.0,9.0,515.0,1.0
165,0.05403092702922399,0.010085091254488907,0.018463925670149456,0.08908082996251748,106,2,123.0,7.0,389.0,0.0
166,0.030196794615878663,-0.022624789093929974,0.011787264622074415,-0.010241749004754701,106,3,124.0,7.0,450.0,0.0
167,0.1504352955752281,0.06667805481739143,-0.1832689695001587,0.23994553133055177,107,1,125.0,4.0,933.0,1.0
168,0.022064696989828,-0.10194673161651167,-0.028032302687438733,0.05783972359687145,107,2,126.0,9.0,504.0,1.0
172,-0.17399466437023442,0.011341492011066335,0.07380682838140888,-0.169922028266872,110,1,131.0,5.0,791.0,1.0
173,0.048031579628808,-0.0641187487339399,-0.04605721077660419,0.02143096915924049,110,2,132.0,3.0,606.0,0.0
174,-0.11732054945942025,-0.11815385238706222,-0.004538584341815213,-0.10176935115344422,110,3,133.0,5.0,436.0,0.0
175,-0.1247076358132837,-0.09567557900405517,-0.12940741891219124,0.028117199368610707,111,2,135.0,3.0,224.0,1.0
176,-0.019127757046812646,0.09143089072017084,0.09287879010149787,-0.09879159276343076,112,1,137.0,5.0,378.0,0.0
177,0.0531048038161788,-0.10641310706526298,0.10528505784101641,-0.08044127190068276,112,2,138.0,8.0,299.0,0.0
178,0.11896383229803538,-0.06713663996330682,-0.23475304315989334,-0.1467663705409594,113,1,140.0,2.0,570.0,1.0
179,-0.03733599202032311,0.1898427072060178,0.113281626680437,-0.03444089085356123,113,2,141.0,1.0,577.0,0.0
180,-0.06527086677861245,0.07174848029188462,-0.05631169475739675,-0.031257669917676936,113,3,142.0,0.0,338.0,1.0
181,-0.03323565396831408,0.21184762494988865,-0.20231036437171823,-0.0716423340818855,114,1,143.0,0.0,533.0,1.0
182,-0.05625096809689215,-0.03344823771894749,-0.06893519067254056,-0.02443176778898001,114,2,144.0,0.0,206.0,0.0
183,-0.0021348065236314485,-0.09930222766308026,-0.2839861127744826,0.11346110483678538,114,3,145.0,2.0,298.0,0.0
184,-0.023426277545477794,-0.006098655033469511,0.006450565463033338,-0.011932419325090973,115,1,146.0,6.0,775.0,1.0
185,0.010335504787569604,-0.0885413086665661,-0.039044023401279854,-0.010368821117790108,115,2,147.0,6.0,426.0,1.0
186,0.10890450847112591,0.11906146403295628,0.07592887631482084,0.03985776511123659,115,3,148.0,5.0,358.0,0.0
187,-0.12552170949455535,0.1110299353517473,-0.03459237063204876,0.07857582517878471,116,3,151.0,8.0,233.0,1.0
188,-0.0006197621977410081,0.06519173604804647,-0.01629959518344793,0.012110871261539648,117,1,152.0,11.0,699.0,1.0
189,0.01917382794580386,-0.010242066380061967,0.02252269955386265,0.014798339123626426,117,2,153.0,9.0,571.0,1.0
190,-0.007919068603804726,-0.017947832814124,0.0752757199857137,-0.11037056248434991,117,3,154.0,7.0,259.0,0.0
191,-0.05498568580782665,-0.009325159593410928,0.09499656683258376,0.06370540257061545,118,1,155.0,0.0,189.0,1.0
192,-0.09155097161451266,-0.08802340788499738,0.10019440107241398,-0.09852493671318341,118,2,156.0,0.0,143.0,1.0
193,-0.011226134549082622,-0.017095949692793495,-0.03729240220939991,0.028901389801369134,118,3,157.0,4.0,419.0,1.0
194,0.03901791756651062,-0.009880463442193524,-0.04379796995923739,0.06911687632356353,119,1,158.0,2.0,316.0,1.0
195,-0.053767202740998735,-0.05374883173412583,-0.005455223446924716,-0.011244951040417837,119,2,159.0,2.0,291.0,1.0
196,0.035934971719344774,-0.027045328017640553,0.04814895110729172,-0.006625977857807815,119,3,160.0,2.0,408.0,0.0
197,-0.014931192061644253,0.0599811127268611,-0.012731172092398432,-0.0008232347768945777,120,3,163.0,6.0,190.0,1.0
198,-0.03338574073114639,0.10306956170075561,-0.0031841096601767957,0.00513140963826341,121,1,164.0,4.0,393.0,0.0
199,0.018218268287817974,-0.026764732684774983,0.010705699419328984,0.020303002795985604,121,3,166.0,9.0,298.0,0.0
200,-0.06530343074698582,0.03549495296949676,-0.06728108569074417,-0.03907254278719011,122,3,168.0,7.0,258.0,0.0
203,0.12596724674826187,-0.04055016817132815,-0.022061001582125747,-0.010009387431077627,125,1,170.0,7.0,600.0,1.0
204,-0.005326426843285679,-0.003321113109396878,0.010044820462314984,0.006365797222290531,125,3,172.0,6.0,601.0,1.0
205,0.02104601739972479,-0.05823299920599448,0.008757590871901144,-0.008648913637045202,126,1,173.0,5.0,555.0,1.0
206,-0.0504049676203596,0.07844070406283014,0.025750001444518868,0.01501675953231342,126,2,174.0,5.0,558.0,0.0
207,-0.02855399519031444,0.31682520926733404,-0.053013451938532886,0.01552543245354802,127,2,176.0,1.0,297.0,1.0
208,0.05850713372390303,-0.04908004409888663,-0.05755894667929174,-0.052923205885849194,127,3,177.0,4.0,204.0,0.0
210,-0.003220395571405753,0.02123034307523746,0.015549510959170502,-0.014496628394249995,128,2,178.0,8.0,504.0,1.0
211,-0.007368943286513819,0.005722406668344281,-0.03406498507009527,-0.01588052663006335,128,3,179.0,8.0,283.0,0.0
212,-0.007905592992412456,0.5596322610063,0.4951272672573264,0.012291254187708257,129,1,180.0,6.0,357.0,1.0
213,-0.009209659886277886,0.05528310267842342,0.02314406654700378,0.002735401811559751,129,2,181.0,3.0,269.0,1.0
214,-0.09372243973633339,-0.1500015976629318,0.06269935657463145,0.013274740733894135,129,3,182.0,7.0,316.0,0.0
215,0.012063649466609008,-0.008374172021387414,-0.01352426552174436,-0.018858531426489317,130,1,183.0,3.0,728.0,1.0
216,0.0031651848106861507,-0.007972287833101414,-0.033407760639288187,-0.045266097578527884,130,2,184.0,7.0,424.0,0.0
217,0.029783506891243622,0.011768100261096544,-0.0011951753299974616,-0.01363926477198807,130,3,185.0,11.0,323.0,0.0
218,-0.06306975496562829,-0.04070227961136946,-0.006356039275156007,-0.07818941815614923,131,1,186.0,7.0,530.0,1.0
220,0.020852038281878232,0.1665631204469754,0.27293128933926375,0.25734380066561596,131,3,187.0,4.0,234.0,0.0
224,0.18336229399892914,0.03309780670220765,0.24321420201649788,-0.06972310218258268,133,1,188.0,5.0,282.0,1.0
226,0.07017370282602829,0.009801948893179339,0.018444803053362137,0.011957482483520094,134,3,192.0,7.0,238.0,0.0
227,0.004649001922052635,0.051303074273647525,-0.03352745558064002,-0.031784016824528576,135,1,193.0,5.0,1062.0,1.0
228,0.012546668972858874,0.005463896913293869,0.022028509183501785,0.007431651072892742,135,2,194.0,8.0,336.0,0.0
229,-0.027668961434971294,0.027765949276241896,-0.023129016811329485,0.013413569318572977,136,1,196.0,2.0,860.0,1.0
230,0.012317475866633528,-0.03015086893335014,-0.026494579997139278,0.0033006911998522863,136,2,197.0,5.0,525.0,1.0
231,-0.01759623945190469,-0.051314988800198115,0.03205387366479537,0.07308032718188297,137,1,199.0,0.0,171.0,0.0
232,-0.009073765888087892,0.028729802689948004,0.016257725068373228,-0.018423589544240122,137,2,200.0,1.0,227.0,0.0
233,0.06111884711751226,-0.15318567994411697,0.020302108715632886,-0.08368978471644951,137,3,201.0,0.0,143.0,1.0
235,0.0265346423532761,-0.05225287591494267,-0.02328740492396015,-0.004499587397272094,138,2,202.0,7.0,821.0,1.0
236,-0.024093611659136416,-0.03915629595746808,0.0018337296795746497,0.03379395837198332,138,3,203.0,11.0,534.0,0.0
237,0.0026074039618429715,0.02229464637960332,-0.017374103765345195,-0.026957152401210174,139,1,204.0,10.0,605.0,0.0
238,-0.006418782006810068,-0.09823347192164737,-0.16468986287336135,0.03157046595568684,139,2,205.0,9.0,531.0,1.0
239,-0.1262033824491879,0.29947163259863224,-0.07392376129876578,0.025395096742845787,139,3,206.0,8.0,172.0,0.0
240,0.03865469954488716,-0.008961968044247669,-0.001760246654037743,0.005342472609796897,140,1,207.0,5.0,745.0,1.0
241,-0.06328643204992539,0.0004173269914802076,0.05798806162435316,0.03311352021447946,140,3,209.0,11.0,265.0,1.0
242,-0.00624149880678638,0.004769251404622978,0.025530332826365052,0.047634904302348804,141,3,211.0,2.0,0.0,1.0
243,-0.3856982088254915,-0.40821217718231223,-0.6719312325693221,0.19877968530686743,142,1,212.0,1.0,449.0,1.0
244,-0.005600603189997809,0.0408384193672601,-0.0385855562874524,0.06295730027240978,142,2,213.0,3.0,245.0,0.0
245,0.017019927729119578,-0.05860637731024769,0.03718406687896585,-0.016772923769272773,142,3,214.0,6.0,466.0,1.0
246,-0.018888967166295526,-0.1764427706016206,0.00829375859228293,-0.04853747969286707,143,1,215.0,11.0,738.0,0.0
247,0.0013310083241681381,0.044996796146037056,-8.844358549690249e-05,0.0019282739333898922,143,2,216.0,7.0,871.0,0.0
248,0.007585375172604561,-0.013302608003736748,-0.04952600379547362,0.015168301738402308,143,3,217.0,7.0,322.0,0.0
249,0.04195578019993757,-0.016284129687022156,0.0038515589677310226,-0.007336260278178629,144,1,218.0,4.0,1592.0,1.0
250,-0.01767266582917917,0.009034920476005718,0.018945191034388516,-0.00949663751666042,145,1,220.0,3.0,472.0,1.0
251,0.07256738151601012,0.03612886997151401,0.04765301247506985,0.0783787111448004,145,2,221.0,6.0,233.0,0.0
252,0.013748014139979921,0.03139206190276241,0.01021184961833817,-0.017017633138500615,145,3,222.0,10.0,276.0,0.0
253,0.04573581950158504,-0.008652681053596577,0.06957644817743112,0.008584698560109513,146,1,223.0,5.0,719.0,1.0
254,-0.006900085455162082,0.016059330975553978,-0.005543858660985758,-0.010395191521244032,146,2,224.0,6.0,1006.0,0.0
255,-0.023493499960057743,0.03547505454633356,0.0257570548199854,0.03440642154074815,147,1,225.0,7.0,230.0,0.0
256,-0.3363682099751226,-0.05310438493273416,0.15074624986943277,-0.05994943948289519,147,3,227.0,10.0,164.0,0.0
257,0.007528923944884121,0.002993240496806102,-0.05028419921136102,0.010575143963298813,148,1,228.0,8.0,641.0,1.0
258,-0.013649002828994505,0.07578880210953513,0.12394847342201165,0.024123548900897664,148,2,229.0,10.0,289.0,0.0
